person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,predicted_loan_status,default_probability
27,65000,RENT,0.0,PERSONAL,B,12000,10.99,0,0.18,N,5,0,0.06897951982078053
31,78996,MORTGAGE,2.0,EDUCATION,B,15600,12.53,1,0.2,N,5,0,0.07003800198600159
32,84996,MORTGAGE,4.0,VENTURE,A,9000,9.32,0,0.11,N,6,0,0.016864354335427413
29,84996,MORTGAGE,13.0,DEBTCONSOLIDATION,A,6000,7.68,0,0.07,N,8,0,0.031386333686674726
30,85000,OWN,12.0,VENTURE,A,7800,6.03,0,0.09,N,10,0,0.008550202527927854
28,67000,RENT,3.0,HOMEIMPROVEMENT,B,12000,10.99,0,0.18,N,5,0,0.08475419596274328
33,73000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,5000,16.29,1,0.07,N,9,1,0.8552661839108551
27,67000,RENT,5.0,PERSONAL,C,12000,13.23,0,0.18,Y,7,0,0.11520179300604992
31,68000,RENT,4.0,DEBTCONSOLIDATION,A,12000,7.66,0,0.18,N,8,0,0.04242093871024106
31,68000,RENT,0.0,MEDICAL,B,12000,10.99,0,0.18,N,6,0,0.06864009975120404
27,85000,MORTGAGE,9.0,MEDICAL,B,24000,11.71,0,0.28,N,10,0,0.062418682803579296
35,85000,MORTGAGE,2.0,MEDICAL,B,14000,10.65,0,0.16,N,5,0,0.0594634375207949
29,63600,RENT,5.0,DEBTCONSOLIDATION,B,12000,12.42,1,0.19,N,8,0,0.07466956310636477
27,69805,RENT,3.0,VENTURE,B,12000,10.25,0,0.17,N,9,0,0.03878149088865909
30,85000,MORTGAGE,2.0,EDUCATION,A,15000,6.03,0,0.18,N,8,0,0.03290771808443323
28,70000,RENT,1.0,HOMEIMPROVEMENT,C,12000,14.27,0,0.17,Y,6,0,0.13159457210390166
27,70000,RENT,0.0,MEDICAL,B,12000,10.65,0,0.17,N,8,0,0.06820969175988138
27,85000,MORTGAGE,12.0,VENTURE,A,3800,6.03,0,0.04,N,6,0,0.01393941608164722
28,85000,MORTGAGE,0.0,EDUCATION,E,24000,19.03,0,0.28,N,7,0,0.42091622833366343
27,85000,MORTGAGE,11.0,EDUCATION,A,12000,6.62,0,0.14,N,10,0,0.025587246573048592
29,85000,MORTGAGE,9.0,MEDICAL,B,15000,10.65,0,0.18,N,9,0,0.061758338589889564
27,73000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,18000,12.69,1,0.25,N,6,0,0.08587521938440949
33,70000,RENT,6.0,PERSONAL,D,12000,15.65,0,0.17,Y,5,0,0.25572503877665775
31,70000,RENT,8.0,HOMEIMPROVEMENT,A,12000,10.99,0,0.17,N,6,0,0.051176113015669926
27,70000,RENT,6.0,VENTURE,B,12000,10.99,0,0.17,N,8,0,0.0392102740494527
32,37440,OWN,0.0,MEDICAL,D,5000,15.37,0,0.13,N,5,0,0.20376814388476583
28,85000,MORTGAGE,5.0,EDUCATION,D,16800,16.49,0,0.2,N,8,0,0.13840780916151432
29,71000,RENT,1.0,MEDICAL,C,12000,10.99,0,0.17,N,5,0,0.08759994045326686
30,71000,RENT,2.0,HOMEIMPROVEMENT,A,12000,8.9,0,0.17,N,8,0,0.05098360623974878
29,85000,MORTGAGE,14.0,VENTURE,B,7500,11.49,0,0.09,N,10,0,0.03196729333068738
29,71000,RENT,1.0,DEBTCONSOLIDATION,C,12000,13.16,0,0.17,Y,9,0,0.10862943792307748
28,72000,RENT,4.0,VENTURE,C,12000,13.49,0,0.17,Y,6,0,0.11135270300320652
28,72000,RENT,3.0,MEDICAL,C,12000,14.27,0,0.17,Y,6,0,0.11625522560755149
27,72000,RENT,11.0,EDUCATION,A,12000,6.62,0,0.17,N,8,0,0.04161268499525242
34,85000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,15000,15.99,0,0.18,Y,9,0,0.32554216603157715
28,85000,MORTGAGE,4.0,PERSONAL,B,35000,9.99,0,0.41,N,5,0,0.1100163719389665
34,85000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,24000,11.49,0,0.28,N,7,0,0.07247040439968461
28,85000,MORTGAGE,2.0,EDUCATION,A,15000,8.49,0,0.18,N,7,0,0.033566366609461974
35,85000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,21000,7.49,0,0.25,N,9,0,0.03849148574638752
28,85000,MORTGAGE,8.0,PERSONAL,A,12500,7.49,0,0.15,N,7,0,0.031609398466108087
33,72000,RENT,3.0,MEDICAL,B,12000,11.99,0,0.17,N,5,0,0.07318776647205241
32,72000,RENT,5.0,VENTURE,B,12000,10.62,0,0.17,N,5,0,0.038424103220941606
28,85000,MORTGAGE,6.0,VENTURE,A,9075,7.49,0,0.11,N,10,0,0.015465744536182966
29,62050,MORTGAGE,13.0,MEDICAL,E,3600,17.99,1,0.05,N,9,1,0.8077900250804597
34,66000,RENT,5.0,DEBTCONSOLIDATION,D,12000,14.3,1,0.18,N,6,1,0.7624325241858465
35,85000,MORTGAGE,2.0,EDUCATION,B,8400,11.99,0,0.1,N,9,0,0.06197591104385362
32,85000,MORTGAGE,3.0,VENTURE,E,8000,18.79,0,0.09,Y,5,0,0.19333005382856416
30,85000,MORTGAGE,14.0,MEDICAL,A,6000,5.42,0,0.07,N,8,0,0.024317547020570054
28,72500,RENT,1.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.17,N,6,0,0.03939675157062942
27,85000,MORTGAGE,11.0,PERSONAL,A,10000,7.49,0,0.12,N,8,0,0.030494311734286943
34,73000,MORTGAGE,6.0,PERSONAL,D,7500,15.99,1,0.1,Y,5,0,0.20874905266777105
31,85000,MORTGAGE,9.0,VENTURE,D,16000,10.99,0,0.19,Y,10,0,0.19635472917550514
28,73200,RENT,2.0,PERSONAL,A,12000,8.9,0,0.16,N,10,0,0.04056770780498242
27,73660,RENT,4.0,HOMEIMPROVEMENT,E,12000,14.18,0,0.16,N,7,0,0.37766964929347224
27,74000,RENT,2.0,VENTURE,B,12000,12.18,0,0.16,N,6,0,0.04012785026519719
27,40000,RENT,2.0,EDUCATION,A,3000,7.4,0,0.07,N,9,0,0.05411967395582063
28,85000,MORTGAGE,1.0,MEDICAL,A,5000,6.92,0,0.06,N,8,0,0.03293286868554049
30,85000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,18000,13.06,0,0.21,N,5,0,0.08816229901909219
28,41000,RENT,0.0,VENTURE,B,3000,11.11,0,0.07,N,6,0,0.04572983195044026
31,35000,RENT,1.0,VENTURE,D,3000,14.74,1,0.09,Y,9,1,0.8627266438194706
32,41000,RENT,17.0,MEDICAL,C,3000,10.99,0,0.07,Y,7,0,0.13004725086961716
35,85000,MORTGAGE,0.0,PERSONAL,B,12000,10.0,0,0.14,N,5,0,0.06136522787964361
28,85000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,9.62,0,0.24,N,5,0,0.06381434730365163
29,42000,RENT,5.0,MEDICAL,B,3000,12.69,0,0.07,N,5,0,0.08965408238822445
31,85000,MORTGAGE,15.0,PERSONAL,A,4500,6.54,0,0.05,N,6,0,0.0295089594945175
32,42000,RENT,4.0,MEDICAL,A,3000,7.49,0,0.07,N,10,0,0.04566992731137919
29,85000,MORTGAGE,12.0,PERSONAL,B,25000,9.25,0,0.29,N,10,0,0.07811707829405239
27,36000,RENT,4.0,HOMEIMPROVEMENT,D,3000,15.62,1,0.08,N,7,1,0.5053435713376154
35,36000,RENT,2.0,PERSONAL,D,3000,10.99,1,0.08,N,10,1,0.6335155142525215
29,85000,MORTGAGE,9.0,VENTURE,B,20000,10.38,0,0.24,N,9,0,0.03441629249853826
27,85000,OWN,6.0,VENTURE,A,20000,7.88,0,0.24,N,6,0,0.012827002793869034
33,85000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,5000,13.61,0,0.06,Y,7,0,0.09583682046961955
27,85000,OWN,2.0,VENTURE,C,10000,13.23,0,0.12,N,7,0,0.038226616961396086
27,37000,OWN,1.0,VENTURE,D,16750,15.33,0,0.45,Y,10,0,0.30029489751878535
28,42000,RENT,4.0,MEDICAL,B,3000,10.25,0,0.07,N,10,0,0.07918378617290035
27,42000,RENT,2.0,EDUCATION,A,3000,8.94,0,0.07,N,5,0,0.05793416715818945
27,42000,RENT,1.0,VENTURE,B,3000,11.83,0,0.07,N,5,0,0.047072057689668226
27,42000,RENT,6.0,DEBTCONSOLIDATION,C,3000,10.99,0,0.07,Y,7,0,0.12595094474379293
27,85000,MORTGAGE,8.0,VENTURE,B,7500,10.99,0,0.09,N,10,0,0.031782895722191194
33,85000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,8000,7.14,0,0.09,N,8,0,0.029473216310125713
33,62050,MORTGAGE,17.0,MEDICAL,D,20000,10.99,1,0.27,Y,8,1,0.8505240313452914
27,85000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,5500,11.36,0,0.06,N,9,0,0.06712996369106959
31,73000,MORTGAGE,4.0,HOMEIMPROVEMENT,F,16000,19.41,1,0.22,Y,6,1,0.5946984593543104
32,73000,MORTGAGE,7.0,PERSONAL,C,4750,13.11,1,0.07,Y,9,0,0.12844479188068314
29,85000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,7.88,0,0.12,N,10,0,0.031233205445634012
28,42996,RENT,4.0,EDUCATION,A,3000,7.68,0,0.07,N,6,0,0.054829270200363184
32,85000,MORTGAGE,16.0,PERSONAL,A,10000,7.74,0,0.12,N,8,0,0.02641752890678164
28,85000,MORTGAGE,12.0,MEDICAL,B,18000,12.53,0,0.21,N,10,0,0.06439224361480035
28,75000,RENT,0.0,EDUCATION,A,12000,6.03,0,0.16,N,6,0,0.04493711787540326
28,36928,OWN,2.0,MEDICAL,D,7800,15.58,0,0.21,Y,9,0,0.19320554281814822
31,73000,MORTGAGE,9.0,DEBTCONSOLIDATION,E,18000,17.39,1,0.25,Y,10,1,0.901590763013342
27,75000,RENT,3.0,VENTURE,B,12000,11.49,0,0.16,N,5,0,0.03742367411444152
27,85000,OWN,10.0,VENTURE,C,19000,13.92,0,0.22,N,5,0,0.03901209540715614
34,75000,RENT,2.0,VENTURE,A,12000,7.29,0,0.16,N,8,0,0.021736318882524766
28,85000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000,8.59,0,0.08,N,5,0,0.0340743733113882
28,69000,RENT,1.0,VENTURE,D,12000,14.46,1,0.17,N,9,1,0.8006754931028175
27,85000,MORTGAGE,7.0,EDUCATION,C,10400,13.16,0,0.12,Y,6,0,0.09812734806222535
33,75000,RENT,0.0,MEDICAL,A,12000,7.88,0,0.16,N,10,0,0.03486684344658728
27,75000,RENT,6.0,HOMEIMPROVEMENT,B,12000,10.99,0,0.16,N,10,0,0.07663454149884673
30,85000,MORTGAGE,2.0,EDUCATION,C,25000,12.84,0,0.29,Y,8,0,0.1423476643118396
35,69000,RENT,1.0,EDUCATION,B,12000,11.26,1,0.17,N,5,0,0.06950906441464616
28,75000,RENT,1.0,HOMEIMPROVEMENT,A,12000,9.63,0,0.16,N,7,0,0.058395575032297954
31,85000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,10400,9.32,0,0.12,N,10,0,0.0350195768541013
35,85000,MORTGAGE,0.0,EDUCATION,B,20000,12.21,0,0.24,N,10,0,0.06615266696651985
31,85000,OTHER,4.0,HOMEIMPROVEMENT,B,16000,11.89,0,0.19,N,10,0,0.08101465175810749
29,85000,MORTGAGE,0.0,VENTURE,E,10000,16.63,0,0.12,N,8,0,0.24289632915105114
34,85000,MORTGAGE,19.0,EDUCATION,D,8500,14.42,0,0.1,Y,8,0,0.15741327194768354
30,76000,RENT,3.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.16,N,10,0,0.06884801601081873
29,76663,RENT,9.0,EDUCATION,A,12000,10.99,0,0.16,N,9,0,0.0412240532155177
28,78000,RENT,5.0,VENTURE,B,12000,10.62,0,0.15,N,10,0,0.033791586280791444
29,73000,MORTGAGE,6.0,EDUCATION,D,21000,13.36,1,0.29,Y,7,0,0.3196161610397051
28,36400,OWN,3.0,PERSONAL,B,7000,11.11,0,0.19,N,9,0,0.033963301242804056
30,80000,RENT,7.0,VENTURE,A,12000,8.9,0,0.15,N,10,0,0.021022590778484736
32,85000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,7500,10.78,0,0.09,N,10,0,0.09343647497591866
28,85100,MORTGAGE,12.0,EDUCATION,A,8000,7.51,0,0.09,N,8,0,0.029328792206578212
27,80000,RENT,3.0,EDUCATION,D,12000,17.58,0,0.15,N,7,0,0.23511640307555803
29,85200,MORTGAGE,5.0,MEDICAL,C,8900,10.99,0,0.1,Y,6,0,0.1019956321281761
31,85224,OWN,15.0,PERSONAL,B,6000,10.0,0,0.07,N,9,0,0.027499200934733264
32,80000,RENT,3.0,HOMEIMPROVEMENT,A,12000,6.62,0,0.15,N,10,0,0.03966135011272669
31,80000,RENT,15.0,DEBTCONSOLIDATION,A,12000,5.79,0,0.15,N,5,0,0.05697098625624794
29,85500,MORTGAGE,3.0,EDUCATION,A,9500,10.99,0,0.11,N,9,0,0.03572304203923638
30,85634,MORTGAGE,4.0,PERSONAL,A,14000,7.66,0,0.16,N,8,0,0.031394988301460966
27,73680,MORTGAGE,11.0,DEBTCONSOLIDATION,E,10000,17.93,1,0.14,Y,6,1,0.883054692088194
34,85800,OWN,11.0,VENTURE,A,5000,7.4,0,0.06,N,6,0,0.01596309461294445
27,62900,RENT,3.0,MEDICAL,D,12000,15.95,1,0.16,N,9,1,0.7815769073831145
32,74000,MORTGAGE,16.0,EDUCATION,B,13650,12.42,1,0.18,N,10,0,0.09713551454499077
29,86000,MORTGAGE,5.0,PERSONAL,C,14000,14.27,0,0.16,N,9,0,0.11796836876658513
30,36000,OWN,6.0,MEDICAL,B,10000,12.69,0,0.28,N,10,0,0.04160773209466808
32,86000,MORTGAGE,4.0,MEDICAL,B,10800,12.42,0,0.13,N,7,0,0.060443899707960116
32,86000,MORTGAGE,4.0,MEDICAL,A,8400,6.62,0,0.1,N,8,0,0.03181112716654486
35,86000,OWN,5.0,MEDICAL,B,18000,10.99,0,0.21,N,6,0,0.0374066661494791
31,80400,RENT,0.0,DEBTCONSOLIDATION,A,12000,7.29,0,0.15,N,10,0,0.03612322156007361
28,86000,MORTGAGE,12.0,PERSONAL,A,15600,5.99,0,0.18,N,7,0,0.03228636064352744
33,86000,MORTGAGE,5.0,VENTURE,D,15000,16.49,0,0.17,Y,9,0,0.1808802271639317
27,86000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,4500,10.37,0,0.05,N,6,0,0.06799607295991829
29,86000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8400,10.99,0,0.1,N,10,0,0.03865388019785284
27,81193,RENT,2.0,DEBTCONSOLIDATION,B,12000,10.71,0,0.15,N,6,0,0.06466599485354912
35,86000,MORTGAGE,19.0,MEDICAL,A,20000,6.54,0,0.23,N,10,0,0.0478147447914961
28,86000,MORTGAGE,6.0,PERSONAL,C,2650,13.23,0,0.03,Y,5,0,0.09192085875326841
28,86000,MORTGAGE,12.0,EDUCATION,B,15000,10.62,0,0.17,N,10,0,0.06067457574166202
31,83000,RENT,2.0,PERSONAL,B,12000,12.42,0,0.14,N,7,0,0.06783459580735998
30,86000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.12,N,10,0,0.05947993474531879
27,74000,MORTGAGE,3.0,PERSONAL,B,25000,11.46,1,0.34,N,5,0,0.14492821260070385
28,84000,RENT,1.0,PERSONAL,B,12000,11.71,0,0.14,N,8,0,0.066036940045226
31,86004,OWN,8.0,VENTURE,B,2000,10.74,0,0.02,N,6,0,0.014421499676153589
28,86004,MORTGAGE,12.0,VENTURE,B,3000,9.99,0,0.03,N,5,0,0.029213569379452346
32,86004,MORTGAGE,16.0,DEBTCONSOLIDATION,A,8000,5.79,0,0.09,N,5,0,0.037947640140124916
27,86004,MORTGAGE,8.0,HOMEIMPROVEMENT,D,16000,14.42,0,0.19,N,6,0,0.23579717953553317
29,86028,MORTGAGE,4.0,HOMEIMPROVEMENT,E,25000,16.82,0,0.29,N,9,0,0.32184456532229744
34,86100,MORTGAGE,5.0,VENTURE,A,18000,6.99,0,0.21,N,5,0,0.026910439041357582
28,86304,MORTGAGE,12.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.07,N,10,0,0.02605159838671161
27,86399,MORTGAGE,7.0,PERSONAL,A,2250,10.99,0,0.03,N,6,0,0.03935641239235613
32,86400,MORTGAGE,16.0,MEDICAL,A,8000,6.03,0,0.09,N,10,0,0.022418651436687708
27,84000,RENT,7.0,VENTURE,C,12000,13.16,0,0.14,Y,5,0,0.10065082042853549
30,84300,RENT,4.0,PERSONAL,B,12000,8.88,0,0.14,N,7,0,0.06032485810749297
29,86400,MORTGAGE,12.0,PERSONAL,C,8000,12.99,0,0.09,N,8,0,0.07964232154403451
27,85000,RENT,2.0,PERSONAL,B,12000,9.91,0,0.14,N,7,0,0.062147032397910654
28,86400,MORTGAGE,0.0,EDUCATION,D,16000,14.09,0,0.19,Y,6,0,0.25650385611219223
28,86400,MORTGAGE,0.0,EDUCATION,A,5000,5.79,0,0.06,N,5,0,0.02751202570819418
27,74400,MORTGAGE,11.0,DEBTCONSOLIDATION,D,10000,16.0,1,0.13,Y,6,1,0.8514646276718232
31,85000,RENT,5.0,PERSONAL,C,12000,15.27,0,0.14,N,8,0,0.14547706580359723
31,86500,OWN,0.0,VENTURE,C,25000,13.57,0,0.29,N,9,0,0.049658603364605335
27,86625,MORTGAGE,3.0,HOMEIMPROVEMENT,A,14825,10.99,0,0.17,N,9,0,0.03835174827460988
27,74700,MORTGAGE,7.0,HOMEIMPROVEMENT,B,5000,11.49,1,0.07,N,6,0,0.07830724222491436
30,86706,MORTGAGE,6.0,MEDICAL,A,8500,6.62,0,0.1,N,10,0,0.03331766387540652
32,86800,MORTGAGE,6.0,HOMEIMPROVEMENT,A,2800,7.88,0,0.03,N,9,0,0.03198668353680416
30,85000,RENT,2.0,HOMEIMPROVEMENT,C,12000,10.99,0,0.14,N,6,0,0.0998956598448401
27,86875,MORTGAGE,5.0,VENTURE,B,8000,10.59,0,0.09,N,10,0,0.03172157187320445
27,75000,MORTGAGE,11.0,EDUCATION,B,12000,9.91,1,0.16,N,10,0,0.06403341834673486
28,75000,MORTGAGE,11.0,PERSONAL,A,3000,7.9,1,0.04,N,8,0,0.04771840341607536
30,73000,RENT,4.0,VENTURE,C,12000,14.26,1,0.16,Y,5,0,0.13794297421757284
29,87000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,10.99,0,0.17,N,5,0,0.06872506204621592
27,86000,RENT,4.0,EDUCATION,A,12000,7.51,0,0.14,N,8,0,0.03755469975884122
32,86496,RENT,6.0,HOMEIMPROVEMENT,B,12000,11.71,0,0.14,N,9,0,0.07457677261533355
33,87000,MORTGAGE,17.0,VENTURE,E,9000,17.93,0,0.1,Y,7,0,0.20293965818534027
28,36000,OWN,0.0,EDUCATION,C,2350,12.99,0,0.07,Y,5,0,0.06109116831976302
30,36000,OWN,14.0,HOMEIMPROVEMENT,C,4000,13.49,0,0.11,N,10,0,0.08786947280737428
33,87000,MORTGAGE,1.0,EDUCATION,D,5000,14.96,0,0.06,Y,9,0,0.18579082585427353
29,88000,RENT,6.0,EDUCATION,C,12000,12.53,0,0.14,N,5,0,0.08606193703638648
31,36000,OWN,15.0,VENTURE,A,5000,6.99,0,0.14,N,9,0,0.016486077732772577
28,88365,RENT,9.0,EDUCATION,D,12000,16.29,0,0.14,N,6,0,0.22540858854999513
31,87000,OWN,7.0,HOMEIMPROVEMENT,C,15000,13.11,0,0.17,Y,8,0,0.060716889539609555
27,87000,MORTGAGE,11.0,VENTURE,C,21125,13.92,0,0.24,N,5,0,0.06968734313780846
32,87000,MORTGAGE,8.0,MEDICAL,B,24800,12.53,0,0.29,N,5,0,0.07020006372057332
29,87000,MORTGAGE,6.0,VENTURE,A,4800,8.94,0,0.06,N,5,0,0.0210545306005001
32,36000,OWN,3.0,EDUCATION,B,5000,10.0,0,0.14,N,6,0,0.031393284251925585
27,87000,MORTGAGE,2.0,VENTURE,A,7200,9.63,0,0.08,N,6,0,0.018378280045666173
30,36000,OWN,5.0,VENTURE,A,4800,10.99,0,0.13,N,6,0,0.021627611605008396
29,89000,RENT,3.0,PERSONAL,A,12000,7.29,0,0.13,N,5,0,0.03759656598999971
32,89000,RENT,0.0,MEDICAL,A,12000,8.94,0,0.13,N,6,0,0.03745048399952117
28,90000,RENT,12.0,MEDICAL,C,12000,14.65,0,0.13,N,7,0,0.10969682742398834
30,75000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,14000,13.79,1,0.19,N,8,0,0.09209361981464523
33,90000,RENT,0.0,DEBTCONSOLIDATION,A,12000,6.03,0,0.13,N,6,0,0.039494263921075044
33,87120,MORTGAGE,10.0,PERSONAL,A,2850,7.51,0,0.03,N,7,0,0.029659539917914413
29,87204,MORTGAGE,7.0,MEDICAL,A,10000,9.32,0,0.11,N,8,0,0.03549121951761491
34,87360,MORTGAGE,11.0,PERSONAL,B,12000,11.11,0,0.14,N,5,0,0.06029155906596076
29,90000,RENT,4.0,VENTURE,B,12000,10.74,0,0.13,N,10,0,0.03456604914305914
31,87504,MORTGAGE,14.0,MEDICAL,A,12650,8.9,0,0.14,N,10,0,0.034112204184025614
28,87504,MORTGAGE,2.0,PERSONAL,D,12000,15.21,0,0.14,Y,10,0,0.2043629668442681
30,87580,OWN,15.0,MEDICAL,A,4700,10.99,0,0.05,N,7,0,0.029952909580268257
28,87600,OWN,12.0,VENTURE,C,12000,12.99,0,0.14,N,6,0,0.03768871052207597
34,87600,MORTGAGE,15.0,EDUCATION,A,15000,8.49,0,0.17,N,6,0,0.03218859381074868
29,87600,MORTGAGE,4.0,PERSONAL,B,12000,11.49,0,0.14,N,8,0,0.06056064577466622
35,90000,RENT,0.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.13,N,6,0,0.06489184150068185
32,90000,RENT,2.0,MEDICAL,B,12000,10.62,0,0.13,N,5,0,0.06504283833783658
33,87895,MORTGAGE,4.0,DEBTCONSOLIDATION,A,2800,7.14,0,0.03,N,9,0,0.02728270699815219
28,87950,MORTGAGE,12.0,PERSONAL,B,24000,10.75,0,0.27,N,7,0,0.06265728694355874
27,87988,MORTGAGE,5.0,DEBTCONSOLIDATION,C,20000,12.84,0,0.23,Y,10,0,0.12424719339247982
31,88000,MORTGAGE,11.0,VENTURE,D,14000,17.58,0,0.16,N,7,0,0.1825020217594042
31,76000,MORTGAGE,9.0,EDUCATION,C,12000,15.96,1,0.16,N,5,0,0.2404532971370068
27,88000,MORTGAGE,4.0,VENTURE,B,14000,12.42,0,0.16,N,10,0,0.033621870852561936
35,88000,MORTGAGE,18.0,MEDICAL,B,9800,12.69,0,0.11,N,10,0,0.07038538308587206
30,90000,RENT,3.0,MEDICAL,C,12000,12.29,0,0.13,N,5,0,0.08521843771051117
29,90444,RENT,13.0,MEDICAL,A,12000,7.14,0,0.13,N,8,0,0.03405409178724359
34,91200,RENT,5.0,MEDICAL,A,12000,6.92,0,0.13,N,7,0,0.03357549827830881
27,88000,MORTGAGE,8.0,PERSONAL,B,14400,11.71,0,0.16,N,6,0,0.05882632781602341
30,64600,MORTGAGE,8.0,MEDICAL,D,8000,15.99,1,0.11,Y,6,1,0.84666142435985
27,93000,RENT,11.0,HOMEIMPROVEMENT,A,12000,8.9,0,0.13,N,8,0,0.047994567622283574
35,93000,RENT,0.0,EDUCATION,B,12000,9.99,0,0.13,N,5,0,0.06110403186832659
31,94140,RENT,5.0,VENTURE,D,12000,14.91,0,0.13,Y,8,0,0.19836677067369
29,76000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,20000,10.99,1,0.26,Y,8,1,0.5536640316815845
29,88000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000,13.85,0,0.17,Y,6,0,0.12534869755948644
27,88000,OWN,11.0,HOMEIMPROVEMENT,C,3500,13.57,0,0.04,Y,8,0,0.04966852987836634
28,76000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,5000,8.94,1,0.07,N,5,0,0.04184558283203907
31,95004,RENT,1.0,DEBTCONSOLIDATION,B,12000,10.75,0,0.13,N,5,0,0.06688459368124217
27,95500,RENT,1.0,EDUCATION,B,12000,11.11,0,0.13,N,6,0,0.06116331785228454
31,76000,MORTGAGE,5.0,PERSONAL,C,5000,12.41,1,0.07,Y,9,0,0.12619182333734616
31,88000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,7000,9.2,0,0.08,N,10,0,0.058059357634069296
30,96000,RENT,11.0,EDUCATION,C,12000,13.23,0,0.13,N,10,0,0.08677072692093465
29,88055,MORTGAGE,6.0,DEBTCONSOLIDATION,B,21600,12.42,0,0.25,N,8,0,0.06769137929648511
31,99000,RENT,15.0,DEBTCONSOLIDATION,C,12000,14.26,0,0.12,Y,10,0,0.12376090777432695
28,99996,RENT,6.0,VENTURE,C,12000,13.61,0,0.12,Y,9,0,0.09054235134721074
32,88500,MORTGAGE,5.0,MEDICAL,C,2700,14.27,0,0.03,N,10,0,0.12357412610620706
31,88560,MORTGAGE,16.0,EDUCATION,A,9000,7.29,0,0.1,N,8,0,0.027712487820931987
35,100000,RENT,3.0,PERSONAL,A,12000,7.88,0,0.12,N,6,0,0.03747623351683782
30,88800,MORTGAGE,14.0,EDUCATION,A,7000,6.62,0,0.08,N,6,0,0.02537255635357527
31,89000,MORTGAGE,15.0,EDUCATION,B,14000,10.65,0,0.16,N,10,0,0.0759149979993357
30,89000,MORTGAGE,14.0,VENTURE,A,4000,6.03,0,0.04,N,6,0,0.013819827040642387
27,89000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000,10.65,0,0.11,N,7,0,0.05946843024256
30,100000,RENT,13.0,DEBTCONSOLIDATION,A,12000,7.88,0,0.12,N,9,0,0.04222980407879193
30,89000,MORTGAGE,3.0,PERSONAL,B,10800,11.99,0,0.12,N,8,0,0.061148414857782905
28,65450,MORTGAGE,5.0,MEDICAL,D,15000,16.89,1,0.19,N,9,1,0.8303965283768879
30,76500,RENT,11.0,MEDICAL,D,12000,17.27,1,0.13,N,10,1,0.7536338225322531
27,89000,OWN,10.0,VENTURE,A,3000,6.76,0,0.03,N,6,0,0.013027647603723762
32,77000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,23000,11.49,1,0.3,N,6,0,0.10000451654629629
34,89000,MORTGAGE,17.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.11,N,7,0,0.05962029576678552
34,77000,MORTGAGE,18.0,EDUCATION,B,15000,11.14,1,0.19,N,6,0,0.07876593110228555
27,77000,MORTGAGE,0.0,EDUCATION,E,15000,17.74,1,0.19,Y,6,0,0.2937498819317058
27,89000,MORTGAGE,11.0,EDUCATION,D,2800,14.96,0,0.03,Y,10,0,0.14247694102819272
33,110000,RENT,3.0,HOMEIMPROVEMENT,B,12000,10.65,0,0.11,N,5,0,0.07740976032329366
31,89000,MORTGAGE,8.0,PERSONAL,D,12250,15.05,0,0.14,N,8,0,0.16414054858661328
27,89004,MORTGAGE,4.0,PERSONAL,A,10000,7.51,0,0.11,N,9,0,0.02902939700743471
30,110000,RENT,8.0,HOMEIMPROVEMENT,B,12000,12.18,0,0.11,N,7,0,0.07876377257556046
29,89004,MORTGAGE,2.0,EDUCATION,D,4800,14.11,0,0.05,Y,8,0,0.17006645483129637
30,111996,RENT,1.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.11,N,6,0,0.035844755634382997
32,36000,OWN,0.0,MEDICAL,C,4900,13.22,0,0.14,N,10,0,0.05691582911265684
